key,page,page_link,english,translation,context,source_locations
aqiq-tools-live-viewer.temperature.0a9062a9,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Temperature,,h2 text; input text; span text,aqiq/tools/live-viewer/index.html:101; aqiq/tools/live-viewer/index.html:130; aqiq/tools/live-viewer/index.html:90
aqiq-tools-live-viewer.the.graph.area.updates.live.for.both.0678cc63,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,The graph area updates live for both pods. Use the plot toggles to choose which shared graphs are visible.,,JavaScript UI text,assets/js/core/live-viewer-tour.js:70
aqiq-tools-live-viewer.the.graph.area.updates.live.drag.plots.b8fe0407,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,"The graph area updates live. Drag plots to reorder them, or drop one plot onto another to combine graphs.",,JavaScript UI text,assets/js/core/live-viewer-tour.js:12; assets/js/core/live-viewer-tour.js:58
aqiq-tools-live-viewer.the.live.viewer.needs.browser.serial.port.b97ada83,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,"The live viewer needs browser serial-port support. Safari does not support this connection, so open this live viewer in Firefox or Chrome.",,JavaScript UI text,assets/js/core/browser-warning.js:24
aqiq-tools-live-viewer.timeline.size.min.add76364,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Timeline size (min),,span text,aqiq/tools/live-viewer/index.html:55
aqiq-tools-live-viewer.timeline.size.help.60ad2329,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Timeline size help,,span[aria-label],aqiq/tools/live-viewer/index.html:55
aqiq-tools-live-viewer.tool.navigation.e2b52eb8,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Tool navigation,,nav[aria-label],aqiq/tools/live-viewer/index.html:13
aqiq-tools-live-viewer.use.connect.to.choose.the.serial.device.37847e6e,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,"Use Connect to choose the serial device for a YPOD. The Arduino may appear under different names, such as CDC, UNO, Arduino, or USB Serial. Fire-IQ can connect two pods at once.",,JavaScript UI text,assets/js/core/live-viewer-tour.js:69
aqiq-tools-live-viewer.use.connect.to.choose.the.serial.device.fe854073,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Use Connect to choose the serial device for your YPOD.,,JavaScript UI text,assets/js/core/live-viewer-tour.js:11
aqiq-tools-live-viewer.use.connect.to.choose.the.serial.device.2b7e08fd,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,"Use Connect to choose the serial device for your YPOD. The Arduino may appear under different names, such as CDC, UNO, Arduino, or USB Serial.",,JavaScript UI text,assets/js/core/live-viewer-tour.js:57
aqiq-tools-live-viewer.use.firefox.or.chrome.239ddd06,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Use Firefox or Chrome,,JavaScript UI text,assets/js/core/browser-warning.js:22
aqiq-tools-live-viewer.voc.7bf58ed6,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,VOC,,input text; span text,aqiq/tools/live-viewer/index.html:117; aqiq/tools/live-viewer/index.html:92
aqiq-tools-live-viewer.voc.signal.2395b03f,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,VOC Signal,,h2 text,aqiq/tools/live-viewer/index.html:150
aqiq-tools-live-viewer.waiting.for.serial.data.7df806fd,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Waiting for serial data...,,JavaScript UI text,assets/js/viewers/aqiq-live-viewer.js:529
aqiq-tools-live-viewer.walk.through.the.live.viewer.controls.and.3c50da27,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Walk through the live viewer controls and graph area before you connect.,,JavaScript UI text,assets/js/core/live-viewer-tour.js:93
aqiq-tools-live-viewer.want.a.quick.tour.e0cad51a,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Want a quick tour?,,JavaScript UI text,assets/js/core/live-viewer-tour.js:92
aqiq-tools-live-viewer.web.serial.is.not.available.in.this.672d303c,aqiq/tools/live-viewer,https://hanniganairquality.github.io/PBLinRuralSchools/aqiq/tools/live-viewer/,Web Serial is not available in this browser.,,JavaScript UI text,assets/js/core/serial-lines.js:19
