key,page,page_link,english,translation,context,source_locations
fire-iq-tools-data-plotter.time.alignment.help.4afc23f8,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Time alignment help,,span[aria-label],fire-iq/tools/data-plotter/index.html:74
fire-iq-tools-data-plotter.tool.navigation.e2b52eb8,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Tool navigation,,nav[aria-label],fire-iq/tools/data-plotter/index.html:12
fire-iq-tools-data-plotter.view.window.min.0.all.f0d7381d,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,"View window (min, 0 = all)",,span text,fire-iq/tools/data-plotter/index.html:66
fire-iq-tools-data-plotter.view.window.help.3673df39,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,View window help,,span[aria-label],fire-iq/tools/data-plotter/index.html:66
fire-iq-tools-data-plotter.visible.1fe59390,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Visible,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:119
fire-iq-tools-data-plotter.visible.and.infrared.light.8435cec8,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Visible and Infrared Light,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:115
fire-iq-tools-data-plotter.volatile.organic.compounds.2fd439cd,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,Volatile Organic Compounds,,JavaScript UI text,assets/js/viewers/fireiq-data-plotter.js:91
fire-iq-tools-data-plotter.yaml.request.failed.with.response.status.212867c6,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YAML request failed with ${response.status},,JavaScript UI text,assets/js/core/ypod-yaml.js:82
fire-iq-tools-data-plotter.yaml.source.54b3fe7d,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YAML source,,span text,fire-iq/tools/data-plotter/index.html:60
fire-iq-tools-data-plotter.yaml.type.a8418b59,fire-iq/tools/data-plotter,https://hanniganairquality.github.io/PBLinRuralSchools/fire-iq/tools/data-plotter/,YAML type,,span text,fire-iq/tools/data-plotter/index.html:55
